subject_id,run_id,start_time,end_time,label
5,2,4.8,15.6,normal
5,2,9.6,20.4,normal
5,2,14.4,25.2,normal
5,2,19.2,30.0,normal
5,2,24.0,34.8,normal
5,2,28.799999999999997,39.6,normal
5,2,33.6,44.4,normal
5,2,38.4,49.2,normal
5,2,43.2,54.0,normal
5,2,48.0,58.8,normal
5,2,52.8,63.599999999999994,normal
5,2,57.599999999999994,68.39999999999999,normal
5,2,62.4,73.2,normal
5,2,67.2,78.0,normal
5,2,72.0,82.8,normal
5,2,76.8,87.6,normal
5,2,81.6,92.4,normal
5,2,86.39999999999999,97.2,normal
5,2,91.2,102.0,normal
5,2,96.0,106.8,normal
5,2,100.8,111.6,normal
5,2,105.6,116.4,normal
5,2,110.4,121.2,normal
5,2,115.2,126.0,normal
5,2,120.0,130.79999999999998,normal
5,2,124.8,135.6,normal
5,2,129.6,140.4,normal
5,2,134.4,145.2,normal
5,2,139.2,150.0,normal
5,2,144.0,154.79999999999998,normal
5,2,148.79999999999998,159.6,normal
5,2,153.6,164.4,normal
5,2,158.4,169.2,normal
5,2,163.2,174.0,normal
5,2,168.0,178.79999999999998,normal
5,2,172.79999999999998,183.6,normal
5,2,177.6,188.4,normal
5,2,182.4,193.2,normal
5,2,187.2,198.0,normal
5,2,192.0,202.8,normal
5,2,196.8,207.6,normal
5,2,201.6,212.4,normal
5,2,206.4,217.2,normal
5,2,211.2,222.0,normal
5,2,216.0,226.8,normal
5,2,220.8,231.6,normal
5,2,225.6,236.4,normal
5,2,230.4,241.2,normal
5,2,235.2,246.0,normal
5,2,240.0,250.8,normal
5,2,244.8,255.6,normal
5,2,249.6,260.4,normal
5,2,254.4,265.2,normal
5,2,259.2,270.0,normal
5,2,264.0,274.8,normal
5,2,268.8,279.59999999999997,normal
5,2,273.59999999999997,284.4,normal
5,2,278.4,289.2,normal
5,2,283.2,294.0,normal
5,2,288.0,298.8,normal
5,2,292.8,303.59999999999997,normal
5,2,297.59999999999997,308.4,normal
5,2,302.4,313.2,normal
5,2,307.2,318.0,normal
5,2,312.0,322.8,normal
5,2,316.8,327.59999999999997,normal
5,2,321.59999999999997,332.4,normal
5,2,326.4,337.2,normal
5,2,331.2,342.0,normal
5,2,336.0,346.8,normal
5,2,340.8,351.59999999999997,normal
5,2,345.59999999999997,356.4,normal
5,2,350.4,361.2,normal
5,2,355.2,366.0,normal
5,2,360.0,370.8,normal
5,2,364.8,375.6,normal
5,2,369.6,380.4,normal
5,2,374.4,385.2,normal
5,2,379.2,390.0,normal
5,2,384.0,394.8,normal
5,2,388.8,399.6,normal
5,2,393.6,404.4,normal
5,2,398.4,409.2,normal
5,2,403.2,414.0,normal
5,2,408.0,418.8,normal
5,2,412.8,423.6,normal
5,2,417.6,428.4,normal
5,2,422.4,433.2,normal
5,2,427.2,438.0,normal
5,2,432.0,442.8,normal
5,2,436.8,447.6,normal
5,2,441.6,452.4,normal
5,2,446.4,457.2,normal
5,2,451.2,462.0,normal
5,2,456.0,466.7999999999999,normal
5,2,460.7999999999999,471.6,normal
5,2,465.6,476.4,normal
5,2,470.4,481.2,normal
5,2,475.2,486.0,normal
5,2,480.0,490.7999999999999,normal
5,2,484.7999999999999,495.6,normal
5,2,489.6,500.4,normal
5,2,494.4,505.2,normal
5,2,499.2,510.0,normal
5,2,504.0,514.8,normal
5,2,508.7999999999999,519.6,normal
5,2,513.6,524.4,normal
5,2,518.4,529.1999999999999,normal
5,2,523.1999999999999,534.0,normal
5,2,528.0,538.8,normal
5,2,532.8,543.6,normal
5,2,537.6,548.4,normal
5,2,542.4,553.1999999999999,normal
5,2,547.1999999999999,558.0,normal
5,2,552.0,562.8,normal
5,2,556.8,567.6,normal
5,2,561.6,572.4,normal
5,2,566.4,577.1999999999999,normal
5,2,571.1999999999999,582.0,normal
5,2,576.0,586.8,normal
5,2,580.8,591.6,normal
5,2,585.6,596.4,normal
5,2,590.4,601.1999999999999,normal
5,2,595.1999999999999,606.0,normal
5,2,600.0,610.8,normal
5,2,604.8,615.6,normal
5,2,609.6,620.4,normal
5,2,614.4,625.1999999999999,normal
5,2,619.1999999999999,630.0,normal
5,2,624.0,634.8,normal
5,2,628.8,639.6,normal
5,2,633.6,644.4,normal
5,2,638.4,649.1999999999999,normal
5,2,643.1999999999999,654.0,normal
5,2,648.0,658.8,normal
5,2,652.8,663.6,normal
5,2,657.6,668.4,normal
5,3,0.0,10.8,low
5,3,4.8,15.6,low
5,3,9.6,20.4,low
5,3,14.4,25.2,low
5,3,19.2,30.0,low
5,3,24.0,34.8,low
5,3,28.799999999999997,39.6,low
5,3,33.6,44.4,low
5,3,38.4,49.2,low
5,3,43.2,54.0,low
5,3,48.0,58.8,low
5,3,52.8,63.599999999999994,low
5,3,57.599999999999994,68.39999999999999,low
5,3,62.4,73.2,low
5,3,67.2,78.0,low
5,3,72.0,82.8,low
5,3,76.8,87.6,low
5,3,81.6,92.4,low
5,3,86.39999999999999,97.2,low
5,3,91.2,102.0,low
5,3,96.0,106.8,low
5,3,100.8,111.6,low
5,3,105.6,116.4,low
5,3,110.4,121.2,low
5,3,115.2,126.0,low
5,3,120.0,130.79999999999998,low
5,3,124.8,135.6,low
5,3,129.6,140.4,low
5,3,134.4,145.2,low
5,3,139.2,150.0,low
5,3,144.0,154.79999999999998,low
5,3,148.79999999999998,159.6,low
5,3,153.6,164.4,low
5,3,158.4,169.2,low
5,3,163.2,174.0,low
5,3,168.0,178.79999999999998,low
5,3,172.79999999999998,183.6,low
5,3,177.6,188.4,low
5,3,182.4,193.2,low
5,3,187.2,198.0,low
5,3,192.0,202.8,low
5,3,196.8,207.6,low
5,3,201.6,212.4,low
5,3,206.4,217.2,low
5,3,211.2,222.0,low
5,3,216.0,226.8,low
5,3,220.8,231.6,low
5,3,225.6,236.4,low
5,3,230.4,241.2,low
5,3,235.2,246.0,low
5,3,240.0,250.8,low
5,3,244.8,255.6,low
5,3,249.6,260.4,low
5,3,254.4,265.2,low
5,3,259.2,270.0,low
5,3,264.0,274.8,low
5,3,268.8,279.59999999999997,low
5,3,273.59999999999997,284.4,low
5,3,278.4,289.2,low
5,3,283.2,294.0,low
5,3,288.0,298.8,low
5,3,292.8,303.59999999999997,low
5,3,297.59999999999997,308.4,low
5,3,302.4,313.2,low
5,3,307.2,318.0,low
5,3,312.0,322.8,low
5,3,316.8,327.59999999999997,low
5,3,321.59999999999997,332.4,low
5,3,326.4,337.2,low
5,3,331.2,342.0,low
5,3,336.0,346.8,low
5,3,340.8,351.59999999999997,low
5,3,345.59999999999997,356.4,low
5,3,350.4,361.2,low
5,3,355.2,366.0,low
5,3,360.0,370.8,low
5,3,364.8,375.6,low
5,3,369.6,380.4,low
5,3,374.4,385.2,low
5,3,379.2,390.0,low
5,3,384.0,394.8,low
5,3,388.8,399.6,low
5,3,393.6,404.4,low
5,3,398.4,409.2,low
5,3,403.2,414.0,low
5,3,408.0,418.8,low
5,3,412.8,423.6,low
5,3,417.6,428.4,low
5,3,422.4,433.2,low
5,3,427.2,438.0,low
5,3,432.0,442.8,low
5,3,436.8,447.6,low
5,3,441.6,452.4,low
5,3,446.4,457.2,low
5,3,451.2,462.0,low
5,3,456.0,466.7999999999999,low
5,3,460.7999999999999,471.6,low
5,3,465.6,476.4,low
5,3,470.4,481.2,low
5,3,475.2,486.0,low
5,3,480.0,490.7999999999999,low
5,3,484.7999999999999,495.6,low
5,3,489.6,500.4,low
5,3,494.4,505.2,low
5,3,499.2,510.0,low
5,3,504.0,514.8,low
5,3,508.7999999999999,519.6,low
5,3,513.6,524.4,low
5,3,518.4,529.1999999999999,low
5,3,523.1999999999999,534.0,low
5,3,528.0,538.8,low
5,3,532.8,543.6,low
5,3,537.6,548.4,low
5,3,542.4,553.1999999999999,low
5,3,547.1999999999999,558.0,low
5,3,552.0,562.8,low
5,3,556.8,567.6,low
5,3,561.6,572.4,low
5,3,566.4,577.1999999999999,low
5,3,571.1999999999999,582.0,low
5,3,576.0,586.8,low
5,3,580.8,591.6,low
5,3,585.6,596.4,low
5,3,590.4,601.1999999999999,low
5,3,595.1999999999999,606.0,low
5,3,600.0,610.8,low
5,3,604.8,615.6,low
5,3,609.6,620.4,low
5,3,614.4,625.1999999999999,low
5,3,619.1999999999999,630.0,low
5,3,624.0,634.8,low
5,3,628.8,639.6,low
5,3,633.6,644.4,low
5,3,638.4,649.1999999999999,low
5,3,643.1999999999999,654.0,low
5,3,648.0,658.8,low
5,3,652.8,663.6,low
5,3,657.6,668.4,low
7,1,0.0,10.8,high
7,1,4.8,15.6,high
7,1,9.6,20.4,high
7,1,14.4,25.2,high
7,1,19.2,30.0,high
7,1,24.0,34.8,high
7,1,28.799999999999997,39.6,high
7,1,33.6,44.4,high
7,1,38.4,49.2,high
7,1,43.2,54.0,high
7,1,48.0,58.8,high
7,1,52.8,63.599999999999994,high
7,1,57.599999999999994,68.39999999999999,high
7,1,62.4,73.2,high
7,1,67.2,78.0,high
7,1,72.0,82.8,high
7,1,76.8,87.6,high
7,1,81.6,92.4,high
7,1,86.39999999999999,97.2,high
7,1,91.2,102.0,high
7,1,96.0,106.8,high
7,1,100.8,111.6,high
7,1,105.6,116.4,high
7,1,110.4,121.2,high
7,1,115.2,126.0,high
7,1,120.0,130.79999999999998,high
7,1,124.8,135.6,high
7,1,129.6,140.4,high
7,1,134.4,145.2,high
7,1,139.2,150.0,high
7,1,144.0,154.79999999999998,high
7,1,148.79999999999998,159.6,high
7,1,153.6,164.4,high
7,1,158.4,169.2,high
7,1,163.2,174.0,high
7,1,168.0,178.79999999999998,high
7,1,172.79999999999998,183.6,high
7,1,177.6,188.4,high
7,1,182.4,193.2,high
7,1,187.2,198.0,high
7,1,192.0,202.8,high
7,1,196.8,207.6,high
7,1,201.6,212.4,high
7,1,206.4,217.2,high
7,1,211.2,222.0,high
7,1,216.0,226.8,high
7,1,220.8,231.6,high
7,1,225.6,236.4,high
7,1,230.4,241.2,high
7,1,235.2,246.0,high
7,1,240.0,250.8,high
7,1,244.8,255.6,high
7,1,249.6,260.4,high
7,1,254.4,265.2,high
7,1,259.2,270.0,high
7,1,264.0,274.8,high
7,1,268.8,279.59999999999997,high
7,1,273.59999999999997,284.4,high
7,1,278.4,289.2,high
7,1,283.2,294.0,high
7,1,288.0,298.8,high
7,1,292.8,303.59999999999997,high
7,1,297.59999999999997,308.4,high
7,1,302.4,313.2,high
7,1,307.2,318.0,high
7,1,312.0,322.8,high
7,1,316.8,327.59999999999997,high
7,1,321.59999999999997,332.4,high
7,1,326.4,337.2,high
7,1,331.2,342.0,high
7,1,336.0,346.8,high
7,1,340.8,351.59999999999997,high
7,1,345.59999999999997,356.4,high
7,1,350.4,361.2,high
7,1,355.2,366.0,high
7,1,360.0,370.8,high
7,1,364.8,375.6,high
7,1,369.6,380.4,high
7,1,374.4,385.2,high
7,1,379.2,390.0,high
7,1,384.0,394.8,high
7,1,388.8,399.6,high
7,1,393.6,404.4,high
7,1,398.4,409.2,high
7,1,403.2,414.0,high
7,1,408.0,418.8,high
7,1,412.8,423.6,high
7,1,417.6,428.4,high
7,1,422.4,433.2,high
7,1,427.2,438.0,high
7,1,432.0,442.8,high
7,1,436.8,447.6,high
7,1,441.6,452.4,high
7,1,446.4,457.2,high
7,1,451.2,462.0,high
7,1,456.0,466.7999999999999,high
7,1,460.7999999999999,471.6,high
7,1,465.6,476.4,high
7,1,470.4,481.2,high
7,1,475.2,486.0,high
7,1,480.0,490.7999999999999,high
7,1,484.7999999999999,495.6,high
7,1,489.6,500.4,high
7,1,494.4,505.2,high
7,1,499.2,510.0,high
7,1,504.0,514.8,high
7,1,508.7999999999999,519.6,high
7,1,513.6,524.4,high
7,1,518.4,529.1999999999999,high
7,1,523.1999999999999,534.0,high
7,1,528.0,538.8,high
7,1,532.8,543.6,high
7,1,537.6,548.4,high
7,1,542.4,553.1999999999999,high
7,1,547.1999999999999,558.0,high
7,1,552.0,562.8,high
7,1,556.8,567.6,high
7,1,561.6,572.4,high
7,1,566.4,577.1999999999999,high
7,1,571.1999999999999,582.0,high
7,1,576.0,586.8,high
7,1,580.8,591.6,high
7,1,585.6,596.4,high
7,1,590.4,601.1999999999999,high
7,1,595.1999999999999,606.0,high
7,1,600.0,610.8,high
7,1,604.8,615.6,high
7,1,609.6,620.4,high
7,1,614.4,625.1999999999999,high
7,1,619.1999999999999,630.0,high
7,1,624.0,634.8,high
7,1,628.8,639.6,high
7,1,633.6,644.4,high
7,1,638.4,649.1999999999999,high
7,1,643.1999999999999,654.0,high
7,1,648.0,658.8,high
7,1,652.8,663.6,high
7,1,657.6,668.4,high
7,2,0.0,10.8,normal
7,2,4.8,15.6,normal
7,2,9.6,20.4,normal
7,2,14.4,25.2,normal
7,2,19.2,30.0,normal
7,2,24.0,34.8,normal
7,2,28.799999999999997,39.6,normal
7,2,33.6,44.4,normal
7,2,38.4,49.2,normal
7,2,43.2,54.0,normal
7,2,48.0,58.8,normal
7,2,52.8,63.599999999999994,normal
7,2,57.599999999999994,68.39999999999999,normal
7,2,62.4,73.2,normal
7,2,67.2,78.0,normal
7,2,72.0,82.8,normal
7,2,76.8,87.6,normal
7,2,81.6,92.4,normal
7,2,86.39999999999999,97.2,normal
7,2,91.2,102.0,normal
7,2,96.0,106.8,normal
7,2,100.8,111.6,normal
7,2,105.6,116.4,normal
7,2,110.4,121.2,normal
7,2,115.2,126.0,normal
7,2,120.0,130.79999999999998,normal
7,2,124.8,135.6,normal
7,2,129.6,140.4,normal
7,2,134.4,145.2,normal
7,2,139.2,150.0,normal
7,2,144.0,154.79999999999998,normal
7,2,148.79999999999998,159.6,normal
7,2,153.6,164.4,normal
7,2,158.4,169.2,normal
7,2,163.2,174.0,normal
7,2,168.0,178.79999999999998,normal
7,2,172.79999999999998,183.6,normal
7,2,177.6,188.4,normal
7,2,182.4,193.2,normal
7,2,187.2,198.0,normal
7,2,192.0,202.8,normal
7,2,196.8,207.6,normal
7,2,201.6,212.4,normal
7,2,206.4,217.2,normal
7,2,211.2,222.0,normal
7,2,216.0,226.8,normal
7,2,220.8,231.6,normal
7,2,225.6,236.4,normal
7,2,230.4,241.2,normal
7,2,235.2,246.0,normal
7,2,240.0,250.8,normal
7,2,244.8,255.6,normal
7,2,249.6,260.4,normal
7,2,254.4,265.2,normal
7,2,259.2,270.0,normal
7,2,264.0,274.8,normal
7,2,268.8,279.59999999999997,normal
7,2,273.59999999999997,284.4,normal
7,2,278.4,289.2,normal
7,2,283.2,294.0,normal
7,2,288.0,298.8,normal
7,2,292.8,303.59999999999997,normal
7,2,297.59999999999997,308.4,normal
7,2,302.4,313.2,normal
7,2,307.2,318.0,normal
7,2,312.0,322.8,normal
7,2,316.8,327.59999999999997,normal
7,2,321.59999999999997,332.4,normal
7,2,326.4,337.2,normal
7,2,331.2,342.0,normal
7,2,336.0,346.8,normal
7,2,340.8,351.59999999999997,normal
7,2,345.59999999999997,356.4,normal
7,2,350.4,361.2,normal
7,2,355.2,366.0,normal
7,2,360.0,370.8,normal
7,2,364.8,375.6,normal
7,2,369.6,380.4,normal
7,2,374.4,385.2,normal
7,2,379.2,390.0,normal
7,2,384.0,394.8,normal
7,2,388.8,399.6,normal
7,2,393.6,404.4,normal
7,2,398.4,409.2,normal
7,2,403.2,414.0,normal
7,2,408.0,418.8,normal
7,2,412.8,423.6,normal
7,2,417.6,428.4,normal
7,2,422.4,433.2,normal
7,2,427.2,438.0,normal
7,2,432.0,442.8,normal
7,2,436.8,447.6,normal
7,2,441.6,452.4,normal
7,2,446.4,457.2,normal
7,2,451.2,462.0,normal
7,2,456.0,466.7999999999999,normal
7,2,460.7999999999999,471.6,normal
7,2,465.6,476.4,normal
7,2,470.4,481.2,normal
7,2,475.2,486.0,normal
7,2,480.0,490.7999999999999,normal
7,2,484.7999999999999,495.6,normal
7,2,489.6,500.4,normal
7,2,494.4,505.2,normal
7,2,499.2,510.0,normal
7,2,504.0,514.8,normal
7,2,508.7999999999999,519.6,normal
7,2,513.6,524.4,normal
7,2,518.4,529.1999999999999,normal
7,2,523.1999999999999,534.0,normal
7,2,528.0,538.8,normal
7,2,532.8,543.6,normal
7,2,537.6,548.4,normal
7,2,542.4,553.1999999999999,normal
7,2,547.1999999999999,558.0,normal
7,2,552.0,562.8,normal
7,2,556.8,567.6,normal
7,2,561.6,572.4,normal
7,2,566.4,577.1999999999999,normal
7,2,571.1999999999999,582.0,normal
7,2,576.0,586.8,normal
7,2,580.8,591.6,normal
7,2,585.6,596.4,normal
7,2,590.4,601.1999999999999,normal
7,2,595.1999999999999,606.0,normal
7,2,600.0,610.8,normal
7,2,604.8,615.6,normal
7,2,609.6,620.4,normal
7,2,614.4,625.1999999999999,normal
7,2,619.1999999999999,630.0,normal
7,2,624.0,634.8,normal
7,2,628.8,639.6,normal
7,2,633.6,644.4,normal
7,2,638.4,649.1999999999999,normal
7,2,643.1999999999999,654.0,normal
7,2,648.0,658.8,normal
7,2,652.8,663.6,normal
7,2,657.6,668.4,normal
7,3,0.0,10.8,low
7,3,4.8,15.6,low
7,3,9.6,20.4,low
7,3,14.4,25.2,low
7,3,19.2,30.0,low
7,3,24.0,34.8,low
7,3,28.799999999999997,39.6,low
7,3,33.6,44.4,low
7,3,38.4,49.2,low
7,3,43.2,54.0,low
7,3,48.0,58.8,low
7,3,52.8,63.599999999999994,low
7,3,57.599999999999994,68.39999999999999,low
7,3,62.4,73.2,low
7,3,67.2,78.0,low
7,3,72.0,82.8,low
7,3,76.8,87.6,low
7,3,81.6,92.4,low
7,3,86.39999999999999,97.2,low
7,3,91.2,102.0,low
7,3,96.0,106.8,low
7,3,100.8,111.6,low
7,3,105.6,116.4,low
7,3,110.4,121.2,low
7,3,115.2,126.0,low
7,3,120.0,130.79999999999998,low
7,3,124.8,135.6,low
7,3,129.6,140.4,low
7,3,134.4,145.2,low
7,3,139.2,150.0,low
7,3,144.0,154.79999999999998,low
7,3,148.79999999999998,159.6,low
7,3,153.6,164.4,low
7,3,158.4,169.2,low
7,3,163.2,174.0,low
7,3,168.0,178.79999999999998,low
7,3,172.79999999999998,183.6,low
7,3,177.6,188.4,low
7,3,182.4,193.2,low
7,3,187.2,198.0,low
7,3,192.0,202.8,low
7,3,196.8,207.6,low
7,3,201.6,212.4,low
7,3,206.4,217.2,low
7,3,211.2,222.0,low
7,3,216.0,226.8,low
7,3,220.8,231.6,low
7,3,225.6,236.4,low
7,3,230.4,241.2,low
7,3,235.2,246.0,low
7,3,240.0,250.8,low
7,3,244.8,255.6,low
7,3,249.6,260.4,low
7,3,254.4,265.2,low
7,3,259.2,270.0,low
7,3,264.0,274.8,low
7,3,268.8,279.59999999999997,low
7,3,273.59999999999997,284.4,low
7,3,278.4,289.2,low
7,3,283.2,294.0,low
7,3,288.0,298.8,low
7,3,292.8,303.59999999999997,low
7,3,297.59999999999997,308.4,low
7,3,302.4,313.2,low
7,3,307.2,318.0,low
7,3,312.0,322.8,low
7,3,316.8,327.59999999999997,low
7,3,321.59999999999997,332.4,low
7,3,326.4,337.2,low
7,3,331.2,342.0,low
7,3,336.0,346.8,low
7,3,340.8,351.59999999999997,low
7,3,345.59999999999997,356.4,low
7,3,350.4,361.2,low
7,3,355.2,366.0,low
7,3,360.0,370.8,low
7,3,364.8,375.6,low
7,3,369.6,380.4,low
7,3,374.4,385.2,low
7,3,379.2,390.0,low
7,3,384.0,394.8,low
7,3,388.8,399.6,low
7,3,393.6,404.4,low
7,3,398.4,409.2,low
7,3,403.2,414.0,low
7,3,408.0,418.8,low
7,3,412.8,423.6,low
7,3,417.6,428.4,low
7,3,422.4,433.2,low
7,3,427.2,438.0,low
7,3,432.0,442.8,low
7,3,436.8,447.6,low
7,3,441.6,452.4,low
7,3,446.4,457.2,low
7,3,451.2,462.0,low
7,3,456.0,466.7999999999999,low
7,3,460.7999999999999,471.6,low
7,3,465.6,476.4,low
7,3,470.4,481.2,low
7,3,475.2,486.0,low
7,3,480.0,490.7999999999999,low
7,3,484.7999999999999,495.6,low
7,3,489.6,500.4,low
7,3,494.4,505.2,low
7,3,499.2,510.0,low
7,3,504.0,514.8,low
7,3,508.7999999999999,519.6,low
7,3,513.6,524.4,low
7,3,518.4,529.1999999999999,low
7,3,523.1999999999999,534.0,low
7,3,528.0,538.8,low
7,3,532.8,543.6,low
7,3,537.6,548.4,low
7,3,542.4,553.1999999999999,low
7,3,547.1999999999999,558.0,low
7,3,552.0,562.8,low
7,3,556.8,567.6,low
7,3,561.6,572.4,low
7,3,566.4,577.1999999999999,low
7,3,571.1999999999999,582.0,low
7,3,576.0,586.8,low
7,3,580.8,591.6,low
7,3,585.6,596.4,low
7,3,590.4,601.1999999999999,low
7,3,595.1999999999999,606.0,low
7,3,600.0,610.8,low
7,3,604.8,615.6,low
7,3,609.6,620.4,low
7,3,614.4,625.1999999999999,low
7,3,619.1999999999999,630.0,low
7,3,624.0,634.8,low
7,3,628.8,639.6,low
7,3,633.6,644.4,low
7,3,638.4,649.1999999999999,low
7,3,643.1999999999999,654.0,low
7,3,648.0,658.8,low
7,3,652.8,663.6,low
7,3,657.6,668.4,low
8,1,0.0,10.8,low
8,1,4.8,15.6,low
8,1,9.6,20.4,low
8,1,14.4,25.2,low
8,1,19.2,30.0,low
8,1,24.0,34.8,low
8,1,28.799999999999997,39.6,low
8,1,33.6,44.4,low
8,1,38.4,49.2,low
8,1,43.2,54.0,low
8,1,48.0,58.8,low
8,1,52.8,63.599999999999994,low
8,1,57.599999999999994,68.39999999999999,low
8,1,62.4,73.2,low
8,1,67.2,78.0,low
8,1,72.0,82.8,low
8,1,76.8,87.6,low
8,1,81.6,92.4,low
8,1,86.39999999999999,97.2,low
8,1,91.2,102.0,low
8,1,96.0,106.8,low
8,1,100.8,111.6,low
8,1,105.6,116.4,low
8,1,110.4,121.2,low
8,1,115.2,126.0,low
8,1,120.0,130.79999999999998,low
8,1,124.8,135.6,low
8,1,129.6,140.4,low
8,1,134.4,145.2,low
8,1,139.2,150.0,low
8,1,144.0,154.79999999999998,low
8,1,148.79999999999998,159.6,low
8,1,153.6,164.4,low
8,1,158.4,169.2,low
8,1,163.2,174.0,low
8,1,168.0,178.79999999999998,low
8,1,172.79999999999998,183.6,low
8,1,177.6,188.4,low
8,1,182.4,193.2,low
8,1,187.2,198.0,low
8,1,192.0,202.8,low
8,1,196.8,207.6,low
8,1,201.6,212.4,low
8,1,206.4,217.2,low
8,1,211.2,222.0,low
8,1,216.0,226.8,low
8,1,220.8,231.6,low
8,1,225.6,236.4,low
8,1,230.4,241.2,low
8,1,235.2,246.0,low
8,1,240.0,250.8,low
8,1,244.8,255.6,low
8,1,249.6,260.4,low
8,1,254.4,265.2,low
8,1,259.2,270.0,low
8,1,264.0,274.8,low
8,1,268.8,279.59999999999997,low
8,1,273.59999999999997,284.4,low
8,1,278.4,289.2,low
8,1,283.2,294.0,low
8,1,288.0,298.8,low
8,1,292.8,303.59999999999997,low
8,1,297.59999999999997,308.4,low
8,1,302.4,313.2,low
8,1,307.2,318.0,low
8,1,312.0,322.8,low
8,1,316.8,327.59999999999997,low
8,1,321.59999999999997,332.4,low
8,1,326.4,337.2,low
8,1,331.2,342.0,low
8,1,336.0,346.8,low
8,1,340.8,351.59999999999997,low
8,1,345.59999999999997,356.4,low
8,1,350.4,361.2,low
8,1,355.2,366.0,low
8,1,360.0,370.8,low
8,1,364.8,375.6,low
8,1,369.6,380.4,low
8,1,374.4,385.2,low
8,1,379.2,390.0,low
8,1,384.0,394.8,low
